"id","annotator_id","paper_id","section_id","label","is_other_language","is_annotator_confused","created_at"
"4421","81","250294611","798","conclusion","0","0","2026-03-21 10:32:35"
"4422","93","119504205","713","introduction","0","0","2026-03-21 10:32:45"
"4423","93","119504205","714","results","0","0","2026-03-21 10:32:45"
"4424","93","119504205","715","conclusion","0","0","2026-03-21 10:32:45"
"4425","81","233479046","292","introduction","0","0","2026-03-21 10:32:45"
"4426","81","233479046","293","case_report","0","0","2026-03-21 10:32:45"
"4427","85","10817080","850","introduction","0","0","2026-03-21 10:32:53"
"4428","85","10817080","851","lit_review","0","0","2026-03-21 10:32:53"
"4429","85","10817080","852","methods","0","0","2026-03-21 10:32:53"
"4430","85","10817080","853","methods","0","0","2026-03-21 10:32:53"
"4431","85","10817080","854","discussion","0","0","2026-03-21 10:32:53"
"4432","85","10817080","855","discussion","0","0","2026-03-21 10:32:53"
"4433","85","10817080","856","conclusion","0","0","2026-03-21 10:32:53"
"4434","81","225777486","1042","introduction","0","0","2026-03-21 10:33:26"
"4435","81","225777486","1043","methods","0","0","2026-03-21 10:33:26"
"4436","81","225777486","1044","results","0","0","2026-03-21 10:33:26"
"4437","81","225777486","1045","discussion","0","0","2026-03-21 10:33:26"
"4438","81","225777486","1046","conclusion","0","0","2026-03-21 10:33:26"
"4439","81","37168816","351","introduction","0","0","2026-03-21 10:34:43"
"4440","81","37168816","352","methods","0","0","2026-03-21 10:34:43"
"4441","81","37168816","353","methods","0","0","2026-03-21 10:34:43"
"4442","81","37168816","354","methods","0","0","2026-03-21 10:34:43"
"4443","81","37168816","355","methods","0","0","2026-03-21 10:34:43"
"4444","81","37168816","356","methods","0","0","2026-03-21 10:34:43"
"4445","81","37168816","357","methods","0","0","2026-03-21 10:34:43"
"4446","81","37168816","358","results","0","0","2026-03-21 10:34:43"
"4447","81","37168816","359","discussion","0","0","2026-03-21 10:34:43"
"4448","81","37168816","360","discussion","0","0","2026-03-21 10:34:43"
"4449","81","37168816","361","discussion","0","0","2026-03-21 10:34:43"
"4450","81","37168816","362","discussion","0","0","2026-03-21 10:34:43"
"4451","81","37168816","363","discussion","0","0","2026-03-21 10:34:43"
"4452","81","37168816","364","discussion","0","0","2026-03-21 10:34:43"
"4453","81","37168816","365","conclusion","0","0","2026-03-21 10:34:43"
"4454","83","249645301","441","introduction","0","0","2026-03-21 10:35:08"
"4455","83","249645301","442","introduction","0","0","2026-03-21 10:35:08"
"4456","83","249645301","443","methods","0","0","2026-03-21 10:35:08"
"4457","83","249645301","444","ambiguous","0","0","2026-03-21 10:35:08"
"4458","83","249645301","445","methods","0","0","2026-03-21 10:35:08"
"4459","83","249645301","446","methods","0","0","2026-03-21 10:35:08"
"4460","83","249645301","447","methods","0","0","2026-03-21 10:35:08"
"4461","83","249645301","448","methods","0","0","2026-03-21 10:35:08"
"4462","83","249645301","449","methods","0","0","2026-03-21 10:35:08"
"4463","83","249645301","450","methods","0","0","2026-03-21 10:35:08"
"4464","83","249645301","451","methods","0","0","2026-03-21 10:35:08"
"4465","83","249645301","452","methods","0","0","2026-03-21 10:35:08"
"4466","83","249645301","453","discussion","0","0","2026-03-21 10:35:08"
"4467","83","249645301","454","discussion","0","0","2026-03-21 10:35:08"
"4468","83","249645301","455","ambiguous","0","0","2026-03-21 10:35:08"
"4469","83","249645301","456","methods","0","0","2026-03-21 10:35:08"
"4470","83","249645301","457","results","0","0","2026-03-21 10:35:08"
"4471","83","249645301","458","results","0","0","2026-03-21 10:35:08"
"4472","83","249645301","459","results","0","0","2026-03-21 10:35:08"
"4473","83","249645301","460","results","0","0","2026-03-21 10:35:08"
"4474","83","249645301","461","results","0","0","2026-03-21 10:35:08"
"4475","83","249645301","462","methods","0","0","2026-03-21 10:35:08"
"4476","83","249645301","463","results","0","0","2026-03-21 10:35:08"
"4477","83","249645301","464","results","0","0","2026-03-21 10:35:08"
"4478","83","249645301","465","results","0","0","2026-03-21 10:35:08"
"4479","83","249645301","466","results","0","0","2026-03-21 10:35:08"
"4480","83","249645301","467","results","0","0","2026-03-21 10:35:08"
"4481","83","249645301","468","conclusion","0","0","2026-03-21 10:35:08"
"4482","83","249645301","469","development","0","0","2026-03-21 10:35:08"
"4483","83","249645301","470","ambiguous","0","0","2026-03-21 10:35:08"
"4484","83","249645301","471","development","0","0","2026-03-21 10:35:08"
"4485","83","249645301","472","results","0","0","2026-03-21 10:35:08"
"4486","83","249645301","473","results","0","0","2026-03-21 10:35:08"
"4487","83","234586248","294","introduction","0","0","2026-03-21 10:35:40"
"4488","83","229033324","431","introduction","0","0","2026-03-21 10:36:26"
"4489","83","229033324","432","introduction","0","0","2026-03-21 10:36:26"
"4490","83","229033324","433","lit_review","0","0","2026-03-21 10:36:26"
"4491","83","229033324","434","lit_review","0","0","2026-03-21 10:36:26"
"4492","83","229033324","435","lit_review","0","0","2026-03-21 10:36:26"
"4493","83","229033324","436","ambiguous","0","0","2026-03-21 10:36:26"
"4494","83","229033324","437","methods","0","0","2026-03-21 10:36:26"
"4495","83","229033324","438","methods","0","0","2026-03-21 10:36:26"
"4496","83","229033324","439","methods","0","0","2026-03-21 10:36:26"
"4497","83","229033324","440","conclusion","0","0","2026-03-21 10:36:26"
"4498","93","251949134","813","introduction","0","0","2026-03-21 10:38:06"
"4499","93","251949134","814","methods","0","0","2026-03-21 10:38:06"
"4500","93","251949134","815","methods","0","0","2026-03-21 10:38:06"
"4501","93","251949134","816","methods","0","0","2026-03-21 10:38:06"
"4502","93","251949134","817","methods","0","0","2026-03-21 10:38:06"
"4503","93","251949134","818","lit_review","0","0","2026-03-21 10:38:06"
"4504","93","251949134","819","methods","0","0","2026-03-21 10:38:06"
"4505","93","251949134","820","methods","0","0","2026-03-21 10:38:06"
"4506","93","251949134","821","development","0","0","2026-03-21 10:38:06"
"4507","93","251949134","822","development","0","0","2026-03-21 10:38:06"
"4508","93","251949134","823","development","0","0","2026-03-21 10:38:06"
"4509","93","251949134","824","methods","0","0","2026-03-21 10:38:06"
"4510","93","251949134","825","methods","0","0","2026-03-21 10:38:06"
"4511","93","251949134","826","discussion","0","0","2026-03-21 10:38:06"
"4512","93","251949134","827","conclusion","0","0","2026-03-21 10:38:06"
"4513","93","251949134","828","discussion","0","0","2026-03-21 10:38:06"
"4514","93","251949134","829","conclusion","0","0","2026-03-21 10:38:06"
"4515","90","119648680","384","introduction","0","0","2026-03-21 10:39:02"
"4516","90","119648680","385","development","0","0","2026-03-21 10:39:02"
"4517","90","119648680","386","development","0","0","2026-03-21 10:39:02"
"4518","90","119648680","387","development","0","0","2026-03-21 10:39:02"
"4519","90","119648680","388","development","0","0","2026-03-21 10:39:02"
"4520","90","119648680","389","development","0","0","2026-03-21 10:39:02"
"4521","90","119648680","390","development","0","0","2026-03-21 10:39:02"
"4522","90","119648680","391","development","0","0","2026-03-21 10:39:02"
"4523","90","119648680","392","development","0","0","2026-03-21 10:39:02"
"4524","90","119648680","393","development","0","0","2026-03-21 10:39:02"
"4525","90","119648680","394","development","0","0","2026-03-21 10:39:02"
"4526","90","119648680","395","development","0","0","2026-03-21 10:39:02"
"4527","90","119648680","396","development","0","0","2026-03-21 10:39:02"
"4528","90","119648680","397","development","0","0","2026-03-21 10:39:02"
"4529","90","119648680","398","development","0","0","2026-03-21 10:39:02"
"4530","90","119648680","399","development","0","0","2026-03-21 10:39:02"
"4531","90","119648680","400","development","0","0","2026-03-21 10:39:02"
"4532","90","119648680","401","development","0","0","2026-03-21 10:39:02"
"4545","83","220128200","1188","introduction","0","0","2026-03-21 10:39:24"
"4546","83","220128200","1189","lit_review","0","0","2026-03-21 10:39:24"
"4547","83","220128200","1190","lit_review","0","0","2026-03-21 10:39:24"
"4548","83","220128200","1191","lit_review","0","0","2026-03-21 10:39:24"
"4549","83","220128200","1192","lit_review","0","0","2026-03-21 10:39:24"
"4550","83","220128200","1193","lit_review","0","0","2026-03-21 10:39:24"
"4551","83","220128200","1194","methods","0","0","2026-03-21 10:39:24"
"4552","83","220128200","1195","methods","0","0","2026-03-21 10:39:24"
"4553","83","220128200","1196","methods","0","0","2026-03-21 10:39:24"
"4554","83","220128200","1197","methods","0","0","2026-03-21 10:39:24"
"4555","83","220128200","1198","methods","0","0","2026-03-21 10:39:24"
"4556","83","220128200","1199","discussion","0","0","2026-03-21 10:39:24"
"4557","83","20701877","160","ambiguous","0","0","2026-03-21 10:39:59"
"4558","83","20701877","161","methods","0","0","2026-03-21 10:39:59"
"4559","83","20701877","162","methods","0","0","2026-03-21 10:39:59"
"4560","83","20701877","163","ambiguous","0","0","2026-03-21 10:39:59"
"4561","83","20701877","164","methods","0","0","2026-03-21 10:39:59"
"4562","83","20701877","165","methods","0","0","2026-03-21 10:39:59"
"4563","83","20701877","166","discussion","0","0","2026-03-21 10:39:59"
"4564","83","20701877","167","conclusion","0","0","2026-03-21 10:39:59"
"4565","92","29775388","1110","introduction","0","0","2026-03-21 10:40:30"
"4566","92","29775388","1111","development","0","0","2026-03-21 10:40:30"
"4567","92","29775388","1112","development","0","0","2026-03-21 10:40:30"
"4568","92","29775388","1113","development","0","0","2026-03-21 10:40:30"
"4569","92","29775388","1114","development","0","0","2026-03-21 10:40:30"
"4570","92","29775388","1115","development","0","0","2026-03-21 10:40:30"
"4571","92","29775388","1116","development","0","0","2026-03-21 10:40:30"
"4572","92","29775388","1117","development","0","0","2026-03-21 10:40:30"
"4573","92","29775388","1118","development","0","0","2026-03-21 10:40:30"
"4574","92","29775388","1119","development","0","0","2026-03-21 10:40:30"
"4575","92","29775388","1120","development","0","0","2026-03-21 10:40:30"
"4576","92","29775388","1121","development","0","0","2026-03-21 10:40:30"
"4577","92","29775388","1122","development","0","0","2026-03-21 10:40:30"
"4578","92","29775388","1123","development","0","0","2026-03-21 10:40:30"
"4579","92","29775388","1124","development","0","0","2026-03-21 10:40:30"
"4580","92","29775388","1125","development","0","0","2026-03-21 10:40:30"
"4581","92","29775388","1126","development","0","0","2026-03-21 10:40:30"
"4582","92","29775388","1127","development","0","0","2026-03-21 10:40:30"
"4583","92","29775388","1128","development","0","0","2026-03-21 10:40:30"
"4584","92","29775388","1129","development","0","0","2026-03-21 10:40:30"
"4585","92","29775388","1130","development","0","0","2026-03-21 10:40:30"
"4586","92","29775388","1131","development","0","0","2026-03-21 10:40:30"
"4587","92","29775388","1132","conclusion","0","0","2026-03-21 10:40:30"
"4588","92","29775388","1133","conclusion","0","0","2026-03-21 10:40:30"
"4589","83","14885503","546","introduction","0","0","2026-03-21 10:40:36"
"4590","83","14885503","547","lit_review","0","0","2026-03-21 10:40:36"
"4591","83","14885503","548","lit_review","0","0","2026-03-21 10:40:36"
"4592","83","14885503","549","methods","0","0","2026-03-21 10:40:36"
"4593","83","14885503","550","methods","0","0","2026-03-21 10:40:36"
"4594","83","14885503","551","methods","0","0","2026-03-21 10:40:36"
"4595","83","14885503","552","conclusion","0","0","2026-03-21 10:40:36"
"4596","89","119504205","713","introduction","0","0","2026-03-21 10:41:36"
"4597","89","119504205","714","methods","0","0","2026-03-21 10:41:36"
"4598","89","119504205","715","conclusion","0","0","2026-03-21 10:41:36"
"4599","93","251783675","799","introduction","0","0","2026-03-21 10:41:44"
"4600","93","251783675","800","introduction","0","0","2026-03-21 10:41:44"
"4601","93","251783675","801","development","0","0","2026-03-21 10:41:44"
"4602","93","251783675","802","methods","0","0","2026-03-21 10:41:44"
"4603","93","251783675","803","results","0","0","2026-03-21 10:41:44"
"4604","93","251783675","804","results","0","0","2026-03-21 10:41:44"
"4605","93","251783675","805","discussion","0","0","2026-03-21 10:41:44"
"4606","93","251783675","806","conclusion","0","0","2026-03-21 10:41:44"
"4607","93","251783675","807","something_else","0","0","2026-03-21 10:41:44"
"4608","93","251783675","808","something_else","0","0","2026-03-21 10:41:44"
"4609","93","251783675","809","something_else","0","0","2026-03-21 10:41:44"
"4610","93","251783675","810","case_report","0","0","2026-03-21 10:41:44"
"4611","93","251783675","811","something_else","0","0","2026-03-21 10:41:44"
"4612","93","251783675","812","something_else","0","0","2026-03-21 10:41:44"
"4613","83","12981429","1031","introduction","0","0","2026-03-21 10:41:58"
"4614","83","12981429","1032","methods","0","0","2026-03-21 10:41:58"
"4615","83","12981429","1033","methods","0","0","2026-03-21 10:41:58"
"4616","83","12981429","1034","methods","0","0","2026-03-21 10:41:58"
"4617","83","12981429","1035","methods","0","0","2026-03-21 10:41:58"
"4618","83","12981429","1036","methods","0","0","2026-03-21 10:41:58"
"4619","83","12981429","1037","ambiguous","0","0","2026-03-21 10:41:58"
"4620","83","12981429","1038","results","0","0","2026-03-21 10:41:58"
"4621","83","12981429","1039","results","0","0","2026-03-21 10:41:58"
"4622","83","12981429","1040","discussion","0","0","2026-03-21 10:41:58"
"4623","83","12981429","1041","discussion","0","0","2026-03-21 10:41:58"
"4624","83","52059660","621","introduction","0","0","2026-03-21 10:43:29"
"4625","83","52059660","622","ambiguous","0","0","2026-03-21 10:43:29"
"4626","83","52059660","623","ambiguous","0","0","2026-03-21 10:43:29"
"4627","83","52059660","624","methods","0","0","2026-03-21 10:43:29"
"4628","83","52059660","625","results","0","0","2026-03-21 10:43:29"
"4629","83","52059660","626","lit_review","0","0","2026-03-21 10:43:29"
"4630","83","52059660","627","methods","0","0","2026-03-21 10:43:29"
"4631","83","52059660","628","methods","0","0","2026-03-21 10:43:29"
"4632","83","52059660","629","methods","0","0","2026-03-21 10:43:29"
"4633","83","52059660","630","conclusion","0","0","2026-03-21 10:43:29"
"4634","83","52059660","631","ambiguous","0","0","2026-03-21 10:43:29"
"4635","83","52059660","632","methods","0","0","2026-03-21 10:43:29"
"4636","83","52059660","633","methods","0","0","2026-03-21 10:43:29"
"4637","90","28742814","272","methods","0","0","2026-03-21 10:44:08"
"4638","90","28742814","273","methods","0","0","2026-03-21 10:44:08"
"4639","90","28742814","274","methods","0","0","2026-03-21 10:44:08"
"4640","90","28742814","275","methods","0","0","2026-03-21 10:44:08"
"4641","90","28742814","276","methods","0","0","2026-03-21 10:44:08"
"4642","90","28742814","277","methods","0","0","2026-03-21 10:44:08"
"4643","90","28742814","278","methods","0","0","2026-03-21 10:44:08"
"4644","90","28742814","279","methods","0","0","2026-03-21 10:44:08"
"4645","90","28742814","280","methods","0","0","2026-03-21 10:44:08"
"4646","90","28742814","281","methods","0","0","2026-03-21 10:44:08"
"4647","90","28742814","282","methods","0","0","2026-03-21 10:44:08"
"4648","90","28742814","283","results","0","0","2026-03-21 10:44:08"
"4649","90","28742814","284","results","0","0","2026-03-21 10:44:08"
"4650","90","28742814","285","results","0","0","2026-03-21 10:44:08"
"4651","90","28742814","286","results","0","0","2026-03-21 10:44:08"
"4652","90","28742814","287","results","0","0","2026-03-21 10:44:08"
"4653","90","28742814","288","results","0","0","2026-03-21 10:44:08"
"4654","90","28742814","289","results","0","0","2026-03-21 10:44:08"
"4655","90","28742814","290","results","0","0","2026-03-21 10:44:08"
"4656","90","28742814","291","discussion","0","0","2026-03-21 10:44:08"
"4657","92","272620689","537","introduction","0","0","2026-03-21 10:44:14"
"4658","92","272620689","538","lit_review","0","0","2026-03-21 10:44:14"
"4659","92","272620689","539","lit_review","0","0","2026-03-21 10:44:14"
"4660","92","272620689","540","lit_review","0","0","2026-03-21 10:44:14"
"4661","92","272620689","541","lit_review","0","0","2026-03-21 10:44:14"
"4662","92","272620689","542","lit_review","0","0","2026-03-21 10:44:14"
"4663","92","272620689","543","lit_review","0","0","2026-03-21 10:44:14"
"4664","92","272620689","544","case_report","0","0","2026-03-21 10:44:14"
"4665","92","272620689","545","conclusion","0","0","2026-03-21 10:44:14"
"4666","92","26480723","858","methods","0","0","2026-03-21 10:45:49"
"4667","92","26480723","859","results","0","0","2026-03-21 10:45:49"
"4668","92","26480723","860","results","0","0","2026-03-21 10:45:49"
"4669","92","26480723","861","results","0","0","2026-03-21 10:45:49"
"4670","92","26480723","862","results","0","0","2026-03-21 10:45:49"
"4671","92","26480723","863","discussion","0","0","2026-03-21 10:45:49"
"4672","92","26480723","864","discussion","0","0","2026-03-21 10:45:49"
"4673","93","250416032","474","introduction","0","0","2026-03-21 10:45:50"
"4674","93","250416032","475","methods","0","0","2026-03-21 10:45:50"
"4675","93","250416032","476","methods","0","0","2026-03-21 10:45:50"
"4676","93","250416032","477","lit_review","0","0","2026-03-21 10:45:50"
"4677","93","250416032","478","results","0","0","2026-03-21 10:45:50"
"4678","93","250416032","479","something_else","0","0","2026-03-21 10:45:50"
"4679","93","250416032","480","discussion","0","0","2026-03-21 10:45:50"
"4680","93","250416032","481","development","0","0","2026-03-21 10:45:50"
"4681","93","250416032","482","development","0","0","2026-03-21 10:45:50"
"4682","93","250416032","483","development","0","0","2026-03-21 10:45:50"
"4683","93","250416032","484","discussion","0","0","2026-03-21 10:45:50"
"4684","93","250416032","485","results","0","0","2026-03-21 10:45:50"
"4685","93","250416032","486","development","0","0","2026-03-21 10:45:50"
"4686","93","250416032","487","development","0","0","2026-03-21 10:45:50"
"4687","93","250416032","488","ambiguous","0","0","2026-03-21 10:45:50"
"4688","93","250416032","489","results","0","0","2026-03-21 10:45:50"
"4689","93","250416032","490","results","0","0","2026-03-21 10:45:50"
"4690","93","250416032","491","methods","0","0","2026-03-21 10:45:50"
"4691","93","250416032","492","development","0","0","2026-03-21 10:45:50"
"4692","93","250416032","493","something_else","0","0","2026-03-21 10:45:50"
"4693","93","250416032","494","development","0","0","2026-03-21 10:45:50"
"4694","93","250416032","495","results","0","0","2026-03-21 10:45:50"
"4695","93","250416032","496","results","0","0","2026-03-21 10:45:50"
"4696","93","250416032","497","case_report","0","0","2026-03-21 10:45:50"
"4697","93","250416032","498","discussion","0","0","2026-03-21 10:45:50"
"4698","93","250416032","499","conclusion","0","0","2026-03-21 10:45:50"
"4699","93","250416032","500","something_else","0","0","2026-03-21 10:45:50"
"4700","90","276578846","259","introduction","0","0","2026-03-21 10:47:29"
"4701","90","276578846","260","methods","0","0","2026-03-21 10:47:29"
"4702","90","276578846","261","methods","0","0","2026-03-21 10:47:29"
"4703","90","276578846","262","methods","0","0","2026-03-21 10:47:29"
"4704","90","276578846","263","results","0","0","2026-03-21 10:47:29"
"4705","90","276578846","264","results","0","0","2026-03-21 10:47:29"
"4706","90","276578846","265","results","0","0","2026-03-21 10:47:29"
"4707","90","276578846","266","discussion","0","0","2026-03-21 10:47:29"
"4708","90","276578846","267","discussion","0","0","2026-03-21 10:47:29"
"4709","90","276578846","268","conclusion","0","0","2026-03-21 10:47:29"
"4710","93","247778910","136","introduction","0","0","2026-03-21 10:47:30"
"4711","93","247778910","137","introduction","0","0","2026-03-21 10:47:30"
"4712","93","247778910","138","methods","0","0","2026-03-21 10:47:30"
"4713","93","247778910","139","discussion","0","0","2026-03-21 10:47:30"
"4714","93","247778910","140","development","0","0","2026-03-21 10:47:30"
"4715","93","247778910","141","ambiguous","0","0","2026-03-21 10:47:30"
"4716","93","247778910","142","methods","0","0","2026-03-21 10:47:30"
"4717","93","247778910","143","development","0","0","2026-03-21 10:47:30"
"4718","93","247778910","144","results","0","0","2026-03-21 10:47:30"
"4719","93","247778910","145","development","0","0","2026-03-21 10:47:30"
"4720","93","247778910","146","conclusion","0","0","2026-03-21 10:47:30"
"4721","93","236914314","904","results","0","0","2026-03-21 10:47:56"
"4722","93","236914314","905","discussion","0","0","2026-03-21 10:47:56"
"4723","93","236914314","906","methods","0","0","2026-03-21 10:47:56"
"4724","92","256251202","250","introduction","0","0","2026-03-21 10:48:31"
"4725","92","256251202","251","methods","0","0","2026-03-21 10:48:31"
"4726","92","256251202","252","lit_review","0","0","2026-03-21 10:48:31"
"4727","92","256251202","253","development","0","0","2026-03-21 10:48:31"
"4728","92","256251202","254","development","0","0","2026-03-21 10:48:31"
"4729","92","256251202","255","results","0","0","2026-03-21 10:48:31"
"4730","92","256251202","256","results","0","0","2026-03-21 10:48:31"
"4731","92","256251202","257","results","0","0","2026-03-21 10:48:31"
"4732","92","256251202","258","conclusion","0","0","2026-03-21 10:48:31"
"4733","93","20701877","160","methods","0","0","2026-03-21 10:48:33"
"4734","93","20701877","161","development","0","0","2026-03-21 10:48:33"
"4735","93","20701877","162","results","0","0","2026-03-21 10:48:33"
"4736","93","20701877","163","results","0","0","2026-03-21 10:48:33"
"4737","93","20701877","164","development","0","0","2026-03-21 10:48:33"
"4738","93","20701877","165","methods","0","0","2026-03-21 10:48:33"
"4739","93","20701877","166","discussion","0","0","2026-03-21 10:48:33"
"4740","93","20701877","167","conclusion","0","0","2026-03-21 10:48:33"
"4741","90","26480723","858","methods","0","0","2026-03-21 10:49:23"
"4742","90","26480723","859","results","0","0","2026-03-21 10:49:23"
"4743","90","26480723","860","results","0","0","2026-03-21 10:49:23"
"4744","90","26480723","861","results","0","0","2026-03-21 10:49:23"
"4745","90","26480723","862","results","0","0","2026-03-21 10:49:23"
"4746","90","26480723","863","results","0","0","2026-03-21 10:49:23"
"4747","90","26480723","864","discussion","0","0","2026-03-21 10:49:23"
"4748","92","253436061","976","introduction","0","0","2026-03-21 10:50:46"
"4749","92","253436061","977","introduction","0","0","2026-03-21 10:50:46"
"4750","92","253436061","978","introduction","0","0","2026-03-21 10:50:46"
"4751","92","253436061","979","lit_review","0","0","2026-03-21 10:50:46"
"4752","92","253436061","980","methods","0","0","2026-03-21 10:50:46"
"4753","92","253436061","981","results","0","0","2026-03-21 10:50:46"
"4754","92","253436061","982","results","0","0","2026-03-21 10:50:46"
"4755","92","253436061","983","conclusion","0","0","2026-03-21 10:50:46"
"4756","92","253436061","984","conclusion","0","0","2026-03-21 10:50:46"
"4757","93","205725875","409","development","0","0","2026-03-21 10:51:55"
"4758","93","205725875","410","conclusion","0","0","2026-03-21 10:51:55"
"4759","90","264383864","334","introduction","0","0","2026-03-21 10:52:05"
"4760","90","264383864","335","methods","0","0","2026-03-21 10:52:05"
"4761","90","264383864","336","methods","0","0","2026-03-21 10:52:05"
"4762","90","264383864","337","methods","0","0","2026-03-21 10:52:05"
"4763","90","264383864","338","results","0","0","2026-03-21 10:52:05"
"4764","90","264383864","339","results","0","0","2026-03-21 10:52:05"
"4765","90","264383864","340","results","0","0","2026-03-21 10:52:05"
"4766","90","264383864","341","results","0","0","2026-03-21 10:52:05"
"4767","90","264383864","342","results","0","0","2026-03-21 10:52:05"
"4768","90","264383864","343","results","0","0","2026-03-21 10:52:05"
"4769","90","264383864","344","results","0","0","2026-03-21 10:52:05"
"4770","90","264383864","345","results","0","0","2026-03-21 10:52:05"
"4771","90","264383864","346","results","0","0","2026-03-21 10:52:05"
"4772","90","264383864","347","results","0","0","2026-03-21 10:52:05"
"4773","90","264383864","348","conclusion","0","0","2026-03-21 10:52:05"
"4774","90","264383864","349","something_else","0","0","2026-03-21 10:52:05"
"4775","90","264383864","350","something_else","0","0","2026-03-21 10:52:05"
"4776","93","149766686","778","introduction","0","0","2026-03-21 10:53:00"
"4777","93","149766686","779","methods","0","0","2026-03-21 10:53:00"
"4778","93","149766686","780","something_else","0","0","2026-03-21 10:53:00"
"4779","93","149766686","781","case_report","0","0","2026-03-21 10:53:00"
"4780","93","149766686","782","discussion","0","0","2026-03-21 10:53:00"
"4781","93","149766686","783","discussion","0","0","2026-03-21 10:53:00"
"4782","93","149766686","784","discussion","0","0","2026-03-21 10:53:00"
"4783","93","149766686","785","development","0","0","2026-03-21 10:53:00"
"4784","93","149766686","786","case_report","0","0","2026-03-21 10:53:00"
"4785","93","149766686","787","discussion","0","0","2026-03-21 10:53:00"
"4786","93","149766686","788","results","0","0","2026-03-21 10:53:00"
"4787","93","149766686","789","conclusion","0","0","2026-03-21 10:53:00"
"4788","93","149766686","790","ambiguous","0","0","2026-03-21 10:53:00"
"4789","96","119648680","384","introduction","0","0","2026-03-21 10:53:12"
"4790","96","119648680","385","development","0","0","2026-03-21 10:53:12"
"4791","96","119648680","386","development","0","0","2026-03-21 10:53:12"
"4792","96","119648680","387","development","0","0","2026-03-21 10:53:12"
"4793","96","119648680","388","development","0","0","2026-03-21 10:53:12"
"4794","96","119648680","389","development","0","0","2026-03-21 10:53:12"
"4795","96","119648680","390","development","0","0","2026-03-21 10:53:12"
"4796","96","119648680","391","development","0","0","2026-03-21 10:53:12"
"4797","96","119648680","392","development","0","0","2026-03-21 10:53:12"
"4798","96","119648680","393","development","0","0","2026-03-21 10:53:12"
"4799","96","119648680","394","development","0","0","2026-03-21 10:53:12"
"4800","96","119648680","395","development","0","0","2026-03-21 10:53:12"
"4801","96","119648680","396","development","0","0","2026-03-21 10:53:12"
"4802","96","119648680","397","development","0","0","2026-03-21 10:53:12"
"4803","96","119648680","398","development","0","0","2026-03-21 10:53:12"
"4804","96","119648680","399","development","0","0","2026-03-21 10:53:12"
"4805","96","119648680","400","development","0","0","2026-03-21 10:53:12"
"4806","96","119648680","401","development","0","0","2026-03-21 10:53:12"
"4807","90","259691830","608","introduction","0","0","2026-03-21 10:54:13"
"4808","90","259691830","609","methods","0","0","2026-03-21 10:54:13"
"4809","90","259691830","610","methods","0","0","2026-03-21 10:54:13"
"4810","90","259691830","611","methods","0","0","2026-03-21 10:54:13"
"4811","90","259691830","612","methods","0","0","2026-03-21 10:54:13"
"4812","90","259691830","613","results","0","0","2026-03-21 10:54:13"
"4813","90","259691830","614","results","0","0","2026-03-21 10:54:13"
"4814","90","259691830","615","results","0","0","2026-03-21 10:54:13"
"4815","90","259691830","616","results","0","0","2026-03-21 10:54:13"
"4816","90","259691830","617","results","0","0","2026-03-21 10:54:13"
"4817","90","259691830","618","results","0","0","2026-03-21 10:54:13"
"4818","90","259691830","619","discussion","0","0","2026-03-21 10:54:13"
"4819","90","259691830","620","conclusion","0","0","2026-03-21 10:54:13"
"4820","96","28509471","553","introduction","0","0","2026-03-21 10:54:22"
"4821","96","28509471","554","methods","0","0","2026-03-21 10:54:22"
"4822","96","28509471","555","results","0","0","2026-03-21 10:54:22"
"4823","96","28509471","556","discussion","0","0","2026-03-21 10:54:22"
"4824","93","29775388","1110","introduction","0","0","2026-03-21 10:55:09"
"4825","93","29775388","1111","methods","0","0","2026-03-21 10:55:09"
"4826","93","29775388","1112","methods","0","0","2026-03-21 10:55:09"
"4827","93","29775388","1113","discussion","0","0","2026-03-21 10:55:09"
"4828","93","29775388","1114","development","0","0","2026-03-21 10:55:09"
"4829","93","29775388","1115","case_report","0","0","2026-03-21 10:55:09"
"4830","93","29775388","1116","results","0","0","2026-03-21 10:55:09"
"4831","93","29775388","1117","development","0","0","2026-03-21 10:55:09"
"4832","93","29775388","1118","discussion","0","0","2026-03-21 10:55:09"
"4833","93","29775388","1119","ambiguous","0","0","2026-03-21 10:55:09"
"4834","93","29775388","1120","discussion","0","0","2026-03-21 10:55:09"
"4835","93","29775388","1121","discussion","0","0","2026-03-21 10:55:09"
"4836","93","29775388","1122","ambiguous","0","0","2026-03-21 10:55:09"
"4837","93","29775388","1123","something_else","0","0","2026-03-21 10:55:09"
"4838","93","29775388","1124","conclusion","0","0","2026-03-21 10:55:09"
"4839","93","29775388","1125","discussion","0","0","2026-03-21 10:55:09"
"4840","93","29775388","1126","lit_review","0","0","2026-03-21 10:55:09"
"4841","93","29775388","1127","development","0","0","2026-03-21 10:55:09"
"4842","93","29775388","1128","discussion","0","0","2026-03-21 10:55:09"
"4843","93","29775388","1129","methods","0","0","2026-03-21 10:55:09"
"4844","93","29775388","1130","case_report","0","0","2026-03-21 10:55:09"
"4845","93","29775388","1131","results","0","0","2026-03-21 10:55:09"
"4846","93","29775388","1132","conclusion","0","0","2026-03-21 10:55:09"
"4847","93","29775388","1133","something_else","0","0","2026-03-21 10:55:09"
"4848","90","255029295","985","introduction","0","0","2026-03-21 10:56:32"
"4849","90","255029295","986","methods","0","0","2026-03-21 10:56:32"
